pathway	description	VA7KOHFHCF5	VA7KOHFHCF4	WTHFHCF4	VA7KONormal5	VA7KOHFHCF3	WTHFHCF5	VA7KONormal4	VA7KOHFHCF2	VA7KONormal1	VA7KOHFHCF6	VA7KONormal2	WTHFHCF2	WTHFHCF3	VA7KOHFHCF1	WTNormal3	WTHFHCF1	WTNormal2	VA7KONormal3	WTNormal1
P164-PWY	purine nucleobases degradation I (anaerobic)	0.0	144.92951035538474	0.0	30.24470812579356	21.2576797322595	151.17120101874107	72.87710194335028	126.08192425814384	47.77155182242172	0.0	38.79210297806109	96.86904056156912	90.84046736081064	59.1931863357675	13.425524957015652	98.07108222140832	16.926752661889207	29.214233708869543	15.098289370132555
P23-PWY	reductive TCA cycle I	4.5784840847561465	1156.6743592260957	551.2571615734863	276.0697840536765	224.53058885704945	195.99107277593612	267.96209960001624	1355.8874728288029	42.95397817455687	0.0	126.26083175186103	421.7620957412621	625.6904584079205	310.4855883711	299.9799302270903	854.4738521582781	190.72681619306687	221.83031275417196	288.2379778141314
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	101.47811343021246	1426.8088123149016	696.3304623437842	311.4514472550121	266.3315940059287	247.5386803527516	301.677188261788	1070.4513329198032	117.46143199020726	125.92617826673391	265.2337181521423	584.9684419819268	785.5858928337955	233.74303209410175	388.9516983341276	1093.2535081784322	232.0368335294609	245.64518041472047	455.4723635301431
P42-PWY	incomplete reductive TCA cycle	490.9491640883213	1209.5265298232418	913.4117863209286	1031.9466432290164	420.1918054528328	638.4623814814698	1178.555357458621	1668.129786228522	918.1579673416962	400.7706178494952	942.9963904068026	447.7610018368123	649.1497403092424	1279.910057040218	931.1962270124408	897.0841274908065	635.4380057946921	623.0028652143411	670.4914863334985
P441-PWY	superpathway of N-acetylneuraminate degradation	139.4757257599112	1680.446284558159	718.9051087820079	816.2001731553042	194.4930870112915	343.2157969624921	584.8639434712691	1168.838718829842	317.66794108473255	53.65627043107197	277.8843341200905	597.171621400142	860.9945604028113	586.8206597038593	539.4270211892925	1152.0841893651248	495.6628893687488	549.153798664171	585.4641836597222
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	53.38761071653824	1187.5452009579797	370.85936045501006	89.69556318669483	131.96855315670527	88.1539994272696	187.91422826510916	452.8990489334368	29.57519918438244	13.70257373084072	88.03788590208009	410.1741399694557	471.7316331772436	35.599443671766345	66.25005132696162	626.8722509702656	232.5260770975057	232.35261447233083	248.24721396997475
P562-PWY	myo-inositol degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.119670685092625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	phosphopantothenate biosynthesis I	269.609945555386	1303.2677632547086	860.2953035082083	654.2219052951167	409.4903036794017	483.9034222595058	688.6626111900795	1197.0400092997863	608.7413437858754	266.2327302994662	531.0255472862173	625.4938086570965	813.5416363888042	837.4527899343544	538.3727467950804	1160.3691829367783	418.7192597425707	410.7236349911113	444.13024266103616
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	252.26671239719627	1361.521429885771	895.0592929281913	813.601164218583	407.1637425968716	570.1589268959805	827.7836461455981	1137.025795023713	635.4310233887433	231.0270641817972	684.444981182876	602.3725221584889	784.0154667512526	931.9248817991564	663.955861242597	1109.3690417664902	523.3224081651531	500.4397449193635	585.7090544905319
PENTOSE-P-PWY	pentose phosphate pathway	184.9707117146367	1380.3660360532165	609.809610377952	491.8140706085784	188.44909637902597	220.13230718433852	586.6571576318851	1224.3210282117743	332.3260676955592	193.46188909711265	399.19282121992	552.1687221292974	821.1522258738376	582.5618690058424	337.68600045773013	1124.834234932553	364.05172768191113	337.78151087732266	617.8454010878554
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	307.9449874162932	1662.7700618733454	1025.2699440336055	1596.2048997556842	417.5685801924226	881.2135187923543	1337.6544536688311	1150.151106741746	712.374023807245	266.44725760689784	1302.9815727819785	617.0286652592725	816.3099389817977	1204.6985043497382	1154.243975967852	1132.3355880075453	1019.0446362209404	952.5841885424928	1305.989917823686
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	212.71130952816637	2142.458615083304	1031.6188356706991	1515.3868533569032	343.4548015527802	720.5707271571582	1193.4680846684666	1566.863508556785	687.074239078398	238.35419032989725	1201.119134567754	834.3926895637563	1111.5983025256085	1040.5092628420955	1162.5924166094026	1556.554087916247	1041.106441633722	901.93911390547	1345.7057918003738
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	13.882213398203277	1033.6956083518903	308.9866675578056	7.931696343179241	115.12093118658544	0.0	0.0	911.553010036414	0.0	0.0	0.0	461.0756830828535	669.0695973015504	1.594583237766848	0.0	957.2650233888648	0.0	1.9935921806011097	0.0
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	290.8264015249658	1385.6916650714415	915.8573837941142	1048.323567713339	405.0284505044548	601.7537150477133	988.5942711818968	1099.864734180247	664.2491678764682	267.1649670721755	850.9462987408259	581.9095615548205	758.7686496746481	1027.3289657017417	818.5357753849249	1069.724213737809	741.3533116203555	634.4630489846323	936.1835108922094
PPGPPMET-PWY	ppGpp biosynthesis	1.6711645804428692	1311.8335995265188	442.7288871715856	0.0	169.86805065177634	0.0	0.0	1063.618685709789	0.0	0.0	0.0	534.76393655589	749.1617874125957	2.49485553948978	0.0	1060.1243510965692	0.0	0.0	0.0
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	218.04898998062487	1560.032498763346	953.5910635736652	722.1167009906261	341.58826054539884	483.3958094253236	803.8136388186745	1156.1643631703132	425.49306412915706	83.35477814590037	607.1900695607623	622.3757017189405	828.4927989098525	589.926851181767	481.9921267531389	1151.5025277003951	361.2038109157881	415.1559145572691	472.332550391585
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	259.337175865754	1150.1744480083128	818.5467258352378	535.3459002362696	407.398061580106	360.1726167473558	587.8997734803952	1196.5012479040197	570.1207007306875	271.2872628055694	441.8531280943122	594.7267611901894	789.7987247490518	757.3196197484359	449.8345573344207	1154.832095668626	343.94427914444685	331.8685093543286	352.0179128628206
PWY-1541	superpathway of taurine degradation	0.0	6.438463250231697	8.328632929828652	0.0	1.6475044071547926	0.0	0.0	5.710974786520121	0.0	0.0	0.0	2.6517845539300677	0.0	0.0	0.0	2.45796228833616	0.0	0.0	0.0
PWY-181	photorespiration	0.0	20.07212225028965	24.010986340139883	53.91960823223501	4.970512799549948	70.38335900914397	17.701673339229423	18.85267230028961	38.00255390906723	12.660755859248829	0.0	9.991309298482296	0.0	0.0	115.167880807003	7.742721902897237	7.455366574827559	26.76669245207745	42.81947487472294
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	0.0	251.90319437761863	215.48395653549605	8.933120252229081	41.76165310685416	831.6928127508186	14.828641564806375	17.877130145688152	0.0	1.988950452352204	55.39384918741481	200.7918183687389	278.8013136192649	131.60786535770075	54.18564852287725	330.2409394050421	69.62764444750208	33.35739921634123	48.71165218155944
PWY-2941	L-lysine biosynthesis II	114.70847438501008	281.2253593154761	541.0697862225916	211.00591728735677	64.83489056861949	745.4236177163602	440.1781866747952	29.46924376971254	56.63755252507149	27.8569000173083	499.281113369337	145.4117855071388	242.20657619119456	210.2202678255834	177.09631472546926	222.6423234868373	696.1737187102341	411.92167523195286	657.784014846901
PWY-2942	L-lysine biosynthesis III	325.02774608487783	1741.704240710643	1040.5181766406492	1527.3187437419642	434.9293803160208	890.0160483793413	1347.7983508681432	1249.4826680598696	758.7720339504283	293.78170355516824	1300.3931446229192	663.9864959939728	873.7782647106213	1229.710819866582	1116.8683463762916	1219.1779672784369	960.902895221072	940.7530922794476	1083.481174184837
PWY-3001	superpathway of L-isoleucine biosynthesis I	314.72580282313123	1715.7907039781617	1070.305979930279	1035.721835950671	473.79564153448285	954.065670283383	1034.654491463839	1357.5588137637396	680.8651883242597	318.6593007987505	838.0627340019892	731.342428123208	949.2108962639916	907.3296068872462	849.3636704330166	1317.4223461092593	551.4080981159439	628.492088023713	711.0468767137654
PWY-3781	aerobic respiration I (cytochrome c)	34.49278649790133	317.0093428399695	221.4944898795248	17.906835176956495	69.48706259495545	212.7286637552508	3.9960866392696857	192.20599451163463	13.946065837666444	72.83252122827997	7.980308756113644	204.352153119624	201.82944991692665	63.144359859001725	377.7584772119121	281.8117195994605	0.0	39.2600044371904	35.575871005715726
PWY-4984	urea cycle	53.40027632193455	114.88104061930652	8.290359846532281	215.01704960672623	18.755386702533293	144.8997504782401	227.84612655524188	127.52873026918238	183.62143597415624	59.79679305614956	198.70069342825863	51.06759984824132	34.17992589218711	217.24945585817608	109.87017499761195	14.895043949154514	338.58350220051926	267.9320705246786	372.4666866891761
PWY-5005	biotin biosynthesis II	0.0	6.387223946805603	7.900708984246356	20.316400562499997	1.5755024597914884	26.47778314697573	6.361632334942243	6.387213207901105	17.182882047684917	3.9786578189706336	0.0	3.180196198389492	0.0	0.0	40.87252254660695	2.396645117791581	2.3900974651482025	9.43416440406946	17.757587973541128
PWY-5022	4-aminobutanoate degradation V	0.0	0.0	0.0	3.0502923976608187	0.0	0.0	3.948051948051949	34.20658795231118	0.0	1.75	5.099254843517139	7.39917910188575	0.0	0.0	58.73346693386774	46.28751372498708	0.0	4.887037037037038	2.724324324324324
PWY-5088	L-glutamate degradation VIII (to propanoate)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47845020721211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097	L-lysine biosynthesis VI	321.714212625823	1713.202821586121	1031.8280360450526	1517.1854606254262	430.8403968066672	885.4746453192365	1334.7959474916288	1226.6175182011068	748.5727543615593	287.7853164428945	1289.1607152864042	652.7486281100065	855.181817176242	1166.0342689972904	1110.9550913874316	1197.156882638631	952.8977966349124	934.2713676428504	1073.8895677051985
PWY-5100	pyruvate fermentation to acetate and lactate II	252.32710347754212	1535.3423006296928	944.8044405744478	1468.6858333474477	238.08303381339	907.821825274153	1206.4042430945433	1059.8713849798007	615.9030521142379	241.35247231763836	1197.601424460902	547.9387197856819	759.3769873437444	1166.4504853596964	1088.920515518722	1016.832560707895	1078.8120521903838	909.9554039589142	1418.0915417130254
PWY-5101	L-isoleucine biosynthesis II	364.8690399375634	1661.010176799369	1192.6345810784655	788.2034272178365	553.8611832135781	1110.8453751632364	902.2402100806208	1509.4608696583127	712.3533570486697	359.59906549129227	604.2211940948505	825.1289724058562	1060.9852157969576	829.9419161875328	727.1307471641205	1471.632788322516	500.47497910080966	512.8985465523944	658.2795548723935
PWY-5103	L-isoleucine biosynthesis III	308.67671814252924	1574.4869638124064	996.0201864620012	671.2329242558901	462.6270642325501	966.022323158722	772.4410261144887	1403.5025493425285	619.1480031095203	309.7773766392221	523.7873181856279	740.8440834923882	984.5733169269556	715.5922801003408	633.0399592351826	1362.758121440001	437.05960946696536	444.56072427967615	573.595562519965
PWY-5104	L-isoleucine biosynthesis IV	348.5617544966008	1536.1584065251322	1131.5331668062145	820.6582070961796	533.075680159038	1017.6286944738029	896.435925760136	1372.8601763477643	675.0718998759164	326.2158174033645	643.7199338106414	751.9149947184958	943.7395783160464	834.7645390461523	737.1806032778344	1327.6531956404078	486.7303816327296	523.9295499531324	617.1686634015152
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	253.1110159392126	1387.330685318092	717.1827771546193	1455.3015017001303	260.7714285244174	847.7815741533203	1195.5335513370048	1017.781151523062	701.6570337436622	258.9926926026282	1153.4100944176191	545.9121537894032	727.4537257867079	1156.0703025398216	1072.639087246909	1011.1445010605598	668.9500758773987	816.7974136890152	873.4132675156324
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	207.66127230600836	1100.5097330704004	486.96211724113545	411.7793953070809	218.0942558584208	260.69207632940345	361.9556079315824	1125.247622803469	266.3234170045625	229.16994824771103	230.9730653108187	559.5412614315313	765.3386974248263	371.9108926621962	277.61253364825984	1089.358096470629	255.84953360165787	283.4478987548201	364.76557053537925
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	171.2674751953043	1017.424085737642	762.425461423983	121.90349273892583	379.6138296518853	308.7447009589091	60.555392688566826	946.5296427020191	61.2550646590076	145.28616993502877	28.23619738985653	555.8075163610755	699.3644634550824	93.72239787475723	295.8028374537787	1006.8334858005776	48.9081465211756	99.51008064485252	51.186979602515
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	163.57934054030633	997.056818208502	752.1472754530294	110.50567460523358	376.8423064035503	285.4185080414947	54.29310613149471	917.716871753462	55.08740323046352	135.45923115260658	24.468834805082924	551.100855924538	690.3366112482928	84.34818396954418	295.33690316822845	996.8404852889962	43.95437262357415	89.96342499043074	45.33746213501275
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	0.0	34.68	85.32	102.68	14.640000000000002	62.68000000000001	50.68	14.679999999999998	45.32	206.68	24.6	5.32	4.0	56.0	96.0	16.0	24.0	68.0	34.68
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	2.8880627256283304	1047.5768027806466	391.6858577685336	79.54979057699862	127.96924493034348	8.461092747861107	49.83312272444267	868.9794261026916	21.01695907473872	5.301122448328627	23.781273186924807	416.4866385175839	594.5932898351334	63.786620348615614	29.70111254711566	704.4531874819959	24.083055069888427	61.08358534676191	12.634696283850978
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	58.02659244574155	1426.7459205464086	514.9218078177283	248.23741205572335	179.08954141482792	130.1407347027604	318.49902184490986	1174.261986334518	82.63914430357302	164.67769507949507	243.74857106888288	570.8544503239413	813.3290409737281	161.80222950813229	248.8995986219336	1111.3537638037574	208.7489975633212	203.46350004717968	421.27295151546696
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	1.3370725185861485	1434.657980456026	358.52105874885626	72.41826448142992	133.1498736350198	90.871606191322	150.90971755534648	1149.2893350122638	3.990617596697394	0.0	101.29747791919938	591.0354013545154	849.7948750795938	63.57600269632625	62.32096741135479	1184.7086046666304	109.04421556387848	76.57669216751002	257.02321496228427
PWY-5484	glycolysis II (from fructose 6-phosphate)	272.24578647938466	1863.939198667878	1018.3551704543172	1394.875286739585	360.2583000743203	792.3492221363717	1315.9841983501406	1427.7390138558756	715.763500217028	279.997297909358	1213.7485720442453	743.9009652428667	1028.7993930882153	1172.3593181355852	919.1073332751316	1401.1655483920897	975.0517775051236	925.7244284401849	1197.2685537780635
PWY-5505	L-glutamate and L-glutamine biosynthesis	28.725388993647087	229.2296139634333	168.07278038215523	15.643897796090185	26.446179431263477	932.2175502631436	25.970324767906597	74.21603136126724	0.0	1.4969448006160055	51.9159468015111	164.68384084878153	199.1036824961967	124.22204193555916	41.732414582089	172.7713966038242	64.54526420069297	48.55378172841206	48.823015503534265
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	5.663867361595828	447.3384093086912	137.1830708719	61.26071644574861	55.2764810737255	71.03665887278603	119.03572807305748	418.4080144090287	80.27770800365776	36.85392225758999	108.14971723924644	170.68604529776115	193.8406355489972	327.8301666187914	104.2027303167725	88.49155374845444	60.6517937629136	68.60537412428484	25.215563705828128
PWY-5659	GDP-mannose biosynthesis	225.38895036057295	586.766250912877	653.7941859762133	913.6042766283892	224.4274752389315	519.5335811109085	999.6065356974603	566.4714340235244	701.9960810886521	265.3545226432482	905.7955393459624	303.64880844777736	293.0250282949757	1210.5078521690796	860.7397592324145	464.3411370482447	637.9809298259892	588.1362273367236	763.1815887034315
PWY-5667	CDP-diacylglycerol biosynthesis I	242.21218638596972	2045.551395120556	1326.5187989132064	1713.2786114320925	449.8848236346648	808.3869561548491	1389.3125245634526	1547.131349767894	731.4020075487032	261.75568965654486	1329.306777489398	866.0778556954489	1053.325594451248	1167.9188665054107	1241.170464505424	1528.3708203872643	1047.1267170361068	1014.3402156767128	1371.872987675372
PWY-5676	acetyl-CoA fermentation to butanoate II	0.0	30.74407143466459	35.345930766373	29.968823500084948	7.1851741105839	115.5883164692548	12.680634351287804	29.13687264837584	0.0	0.8367135909913456	0.0	15.290298037594477	0.0	0.0	27.84853274604737	11.747688775790111	11.473659792871214	36.20406621346148	63.85861707568912
PWY-5686	UMP biosynthesis	241.2259174669325	1722.413179906605	827.5271585849985	1677.2772834834495	281.2511953620268	890.4378158758936	1412.6531127120545	1182.48106699604	764.0821870313247	275.8326016849203	1370.6082556795543	604.9218753170356	826.8320499438358	1292.551572323454	1214.6156878385443	1131.3163148474057	1092.2095348853356	1005.6233881594268	1419.5561811940022
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	238.2794640264937	1978.944168141094	712.489040542014	1752.4903992091624	212.69001727887175	649.3621170045008	1461.7403408433636	1254.7925897815444	805.6168423822522	214.0860455691436	1399.917948021246	606.8345012463701	856.2463231892689	1321.2138321365503	1207.499924711153	1151.985979754009	832.2004630254536	1017.4536312993685	1006.479541597539
PWY-5705	allantoin degradation to glyoxylate III	0.0	29.94721416743759	0.0	0.0	6.530612244897958	0.0	0.0	0.0	0.0	0.0	0.0	22.7453611354224	27.538540037696844	0.0	0.0	46.83023396869233	0.0	0.0	0.0
PWY-5747	2-methylcitrate cycle II	0.0	29.94721416743759	0.0	0.0	7.115292554528938	0.0	0.0	0.0	0.0	0.0	0.0	23.16095326199386	28.54290822379484	0.0	0.0	50.46720059612508	0.0	0.0	0.0
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	1.5544939606512294	950.5962593092896	306.4575050660611	1.3967404386311562	121.9467313179522	0.0	0.0	888.9106308374049	0.0	0.0	6.002776773358216	425.2000217014274	618.8026114552802	2.3277164909512083	0.0	884.6077819191381	0.0	5.981263816365966	3.235044901288413
PWY-5838	superpathway of menaquinol-8 biosynthesis I	5.268551617551725	1030.3174349024412	574.2921449698883	4.767608271290458	242.93648209437876	0.0	0.0	1043.9184848475268	0.0	0.0	20.131890996730835	502.44020764394327	683.4979509641933	7.9293798434087455	0.0	981.387598840912	0.0	19.9725240470312	10.9878820248746
PWY-5840	superpathway of menaquinol-7 biosynthesis	5.246818583505963	1021.9693921692868	533.5014112298691	4.7683973256805015	220.23726379727876	0.0	0.0	1022.7543919617244	0.0	0.0	20.14796332946792	493.4848879238388	675.5610643258458	7.926516601138797	0.0	968.1472759163393	0.0	19.99310625964281	10.995535619925525
PWY-5845	superpathway of menaquinol-9 biosynthesis	3.97087331014844	1021.9693921692868	532.7516640730038	0.0	220.23726379727876	0.0	0.0	1022.7543919617244	0.0	0.0	0.0	493.4848879238388	675.5610643258458	5.962176424369069	0.0	968.1472759163393	0.0	0.0	0.0
PWY-5850	superpathway of menaquinol-6 biosynthesis I	3.97087331014844	1021.9693921692868	532.7516640730038	0.0	220.23726379727876	0.0	0.0	1022.7543919617244	0.0	0.0	0.0	493.4848879238388	675.5610643258458	5.962176424369069	0.0	968.1472759163393	0.0	0.0	0.0
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	1.3931857818221218	1053.2705389673445	332.70382410275613	20.74289232956422	124.37240525578298	25.74945091815375	6.603885919316026	931.4061747160802	17.84213999987377	3.9808410232253855	0.0	475.151014242721	679.6129970544764	2.4682726714489385	42.27338855540119	965.4106124146896	2.454028428953704	9.550170825014916	18.366889580288213
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	1.3931857818221218	1053.2705389673445	332.70382410275613	20.74289232956422	124.37240525578298	25.74945091815375	6.603885919316026	931.4061747160802	17.84213999987377	3.9808410232253855	0.0	475.151014242721	679.6129970544764	2.4682726714489385	42.27338855540119	965.4106124146896	2.454028428953704	9.550170825014916	18.366889580288213
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	1.3931857818221218	1053.2705389673445	332.70382410275613	20.74289232956422	124.37240525578298	25.74945091815375	6.603885919316026	931.4061747160802	17.84213999987377	3.9808410232253855	0.0	475.151014242721	679.6129970544764	2.4682726714489385	42.27338855540119	965.4106124146896	2.454028428953704	9.550170825014916	18.366889580288213
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	2.657439364151308	1010.1303517881988	459.3750253828397	0.0	178.67533691930413	0.0	0.0	958.0394330396462	0.0	0.0	0.0	466.4042091271353	656.6880464511547	3.983287348405068	0.0	936.7009532646324	0.0	0.0	0.0
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	3.530329642018528	1022.412391860002	506.7881912614852	3.184383107406423	201.5982606802695	0.0	0.0	986.1306676741896	0.0	0.0	13.573554776507963	478.4949790367049	667.998345978034	5.30130373053052	0.0	955.407668178942	0.0	13.4934575259778	7.363101204702355
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	2.657439364151308	1010.1303517881988	459.3750253828397	0.0	178.67533691930413	0.0	0.0	958.0394330396462	0.0	0.0	0.0	466.4042091271353	656.6880464511547	3.983287348405068	0.0	936.7009532646324	0.0	0.0	0.0
PWY-5863	superpathway of phylloquinol biosynthesis	1.7741981769509814	936.7385542347588	309.7468479575528	1.596060344302323	114.02880024234209	0.0	0.0	862.2574827863526	0.0	0.0	6.855542928905655	416.392076968388	607.5239719317658	2.659475558859529	0.0	867.0062369033594	0.0	6.829107998215884	3.695819032953946
PWY-5896	superpathway of menaquinol-10 biosynthesis	3.97087331014844	1021.9693921692868	532.7516640730038	0.0	220.23726379727876	0.0	0.0	1022.7543919617244	0.0	0.0	0.0	493.4848879238388	675.5610643258458	5.962176424369069	0.0	968.1472759163393	0.0	0.0	0.0
PWY-5897	superpathway of menaquinol-11 biosynthesis	4.6200318750293	1027.416172366464	548.7051848757546	4.1753203564487045	229.84524327004948	0.0	0.0	1035.0246653032368	0.0	0.0	17.693327592559154	497.55657050793394	680.1561450159861	6.946492078686032	0.0	975.3711118746502	0.0	17.57204934091069	9.636551025377717
PWY-5898	superpathway of menaquinol-12 biosynthesis	4.6200318750293	1027.416172366464	548.7051848757546	4.1753203564487045	229.84524327004948	0.0	0.0	1035.0246653032368	0.0	0.0	17.693327592559154	497.55657050793394	680.1561450159861	6.946492078686032	0.0	975.3711118746502	0.0	17.57204934091069	9.636551025377717
PWY-5899	superpathway of menaquinol-13 biosynthesis	4.6200318750293	1027.416172366464	548.7051848757546	4.1753203564487045	229.84524327004948	0.0	0.0	1035.0246653032368	0.0	0.0	17.693327592559154	497.55657050793394	680.1561450159861	6.946492078686032	0.0	975.3711118746502	0.0	17.57204934091069	9.636551025377717
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	30.57213734142572	44.88798107533914	205.26794124817823	205.0262903926187	21.19044593330271	7.864511803566798	240.54090038479816	5.937852177052051	26.047799715560355	12.626165158412263	246.84596134567715	0.0	17.49631388436952	116.11863917654138	113.167090317191	3.978043690566757	525.656545830856	237.33784022973336	654.4015375221118
PWY-5913	TCA cycle VI (obligate autotrophs)	68.6474688148237	1291.625575824581	481.09977983644944	246.890701380074	185.86224495606845	240.74879972875232	288.49440084221925	1132.1368532956076	175.06023668197255	114.07505147763744	207.79958236810336	571.662922418731	787.884460391218	556.7288013451838	478.2959200666112	1098.5091081742044	534.7009722796856	284.8254807397747	719.9459126296152
PWY-5918	superpathay of heme biosynthesis from glutamate	3.2967636111785685	954.3703450698092	505.24673810589377	62.96797351645167	217.4339548557272	49.84888029801766	58.928810962858336	874.3955322211987	51.96069334187589	34.04443647762623	32.79267798214481	486.230235054967	645.5627075503621	88.3739035923032	284.5345497580642	931.2987967002916	48.30853267985189	71.69377597356899	38.77651470618353
PWY-5920	superpathway of heme biosynthesis from glycine	0.0	29.94695796867007	20.696731945800696	0.0	6.500500097064313	0.0	0.0	114.22489466516878	0.0	0.0	0.0	9.186980564470812	43.64861577270154	3.8805437689015454	0.0	17.741820611041614	0.0	0.0	0.0
PWY-5971	palmitate biosynthesis II (bacteria and plants)	34.53078503460298	1181.9697195512138	629.7248363177611	83.56529385490349	223.4528013156772	30.588599524508005	256.3466763024655	399.61454200643726	68.42582314729862	86.3886060857057	127.62468422331064	0.0	575.6124843596709	481.7709717335258	74.23937529099926	299.63430102318455	95.13789859618169	27.5653240174567	38.64451035850387
PWY-5973	cis-vaccenate biosynthesis	343.3635811411752	1913.8969678230208	1214.8576491960696	1599.9376367196212	503.97625566712287	455.3490854262364	1389.02466480346	1437.475730413287	808.6371856692261	328.4527424070782	1307.7615073425657	752.3541921688295	963.853789426141	1262.1274863830718	1175.0274108359597	1372.7074058018095	685.7630209181289	881.3051920891584	785.9611431688952
PWY-5989	stearate biosynthesis II (bacteria and plants)	22.236998123404028	1353.4404087711634	510.0771048227018	51.92077495450311	193.49736742162764	20.528298761298974	172.05031144405905	1119.4235958656927	45.58352201922423	65.16633987900022	80.85314106126026	578.6150781536157	783.4841322156914	365.7249683583833	46.870536105737	1122.5839375679798	60.168364893925485	16.791690364870636	23.631081875503916
PWY-6071	superpathway of phenylethylamine degradation	0.0	16.939447383107957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.371295436889902	9.939984908180756	0.0	0.0	5.310416527604994	0.0	0.0	0.0
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	356.1689934319727	1750.1813159125184	1109.454573277923	1540.0119143526586	441.82791259735785	983.442853653228	1423.656017297696	1271.7612482874445	799.812916534761	330.0594748764028	1341.2930898872075	669.0260930527371	887.6527171769181	1240.4896944669904	1211.4078237410545	1221.516097835679	687.8338203924467	857.4534160757888	854.4509694985564
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	343.5790913996693	1630.5323912008612	1083.2906848391174	1493.7655708469904	427.2343051588034	985.2780316786076	1374.6212942798031	1168.2575016790763	752.0751527448105	315.0912071686688	1307.9971438383222	620.8334706914435	818.3595779947461	1202.3072781879157	1202.883157892816	1123.487775980907	657.9947698075556	829.1998115072995	828.6837821008178
PWY-6123	inosine-5'-phosphate biosynthesis I	311.81394874081144	1592.5025778511035	992.1214260052094	1488.487780876331	411.0427794891697	868.7199169721026	1308.4592914488085	1136.8164255995805	738.8125368970835	293.7948714733542	1276.2605614187707	596.609248342177	783.1647115274424	1251.7023253951154	1107.9157654046578	1097.3264624086164	678.9522136230853	834.0744218691669	857.1758338139764
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	289.88232996102045	1530.2437341559346	1077.154371901121	579.9584712239109	443.4139589883695	453.0234541225559	712.2149013306715	1203.784293342514	393.2141528433088	244.2907033633997	710.9837197310361	654.4222827514643	855.1288988537799	970.5257658125512	695.4624141484633	1193.9976840856264	404.4003476262152	375.769957793619	370.9462438119507
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	354.4747380256156	1942.6004437000088	1178.1706106271895	1762.87734826349	489.2162607842079	820.5024920766463	1462.7116786734052	1365.404458689719	771.5856426377039	305.4353702896673	1431.488809223414	745.3605962028776	977.3582408368404	1324.0687031583243	1276.9953862746602	1351.1112415942937	1160.4820725114416	1074.188657602121	1461.5759145684883
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	277.91235075762023	1031.1691968417745	722.5577177762576	604.2488164516473	384.2797702143475	330.0521005725911	680.8861473980161	1111.9317556521812	607.8890816940719	237.8925810482508	507.8621809423192	525.3838643534154	681.3799871578304	829.3411342632891	341.34900107511527	996.1410083527148	409.7079820903708	385.04441310809966	442.5380071326392
PWY-6151	S-adenosyl-L-methionine cycle I	185.14801620698788	1486.514370289601	626.6930145127805	1353.3384539547917	185.62530496389067	728.8915509480006	1053.6693963457772	988.9176530098788	432.99885650887774	155.19587776446184	1143.0828818722898	494.24730890976326	694.6382220802421	959.6856316890444	862.3687277655148	951.0750154476356	918.4171878656498	827.3687908324924	1121.2268788622162
